id_categoria,descripcion,nombre,cantidad_de_productos
924,"Chicken - Leg, Fresh",Peppermint,4917
925,Lid - 0090 Clear,SULFACETAMIDE SODIUM,5783
926,Sole - Fillet,R.E.M. Day SPF 30,8652
927,"Wine - Red, Harrow Estates, Cab",Caraway Seed,6870
928,Butter - Pod,SolMate,2831
929,Wine - Vineland Estate Semi - Dry,Lovastatin,3673
930,Beans - French,Synthroid,9624
931,Tea - Decaf 1 Cup,ANTIBACTERIAL FOAMING,6415
932,Coffee Cup 16oz Foam,PERFECTION LUMIERE,9820
933,Bread - Rye,Health And Beyond Instant Hand Sanitizer Twin Pack,1905
934,Boogies,Temozolomide,2194
935,Cookie Double Choco,Risperidone,1859
936,Containter - 3oz Microwave Rect.,Flavoxate Hydrochloride,3223
937,Yoplait Drink,Prednisone,7836
938,Muffin Mix - Morning Glory,ESTRADIOL VALERATE,9090
939,Lemon Pepper,Facilipro,9245
940,Wine - Puligny Montrachet A.,Hand Sanitizer,3540
941,Corn - Mini,Neutrogena Norwegian Formula Lip Moisturizer,1779
942,Tea Peppermint,Trazodone Hydrochloride,9870
943,"Wine - Red, Colio Cabernet",Meperidine Hydrochloride and Promethazine Hydrochloride,5190
944,Soup - Chicken And Wild Rice,COMETRIQ,2940
945,"Lettuce - Romaine, Heart",ADVANCED TIME ZONE AGE REVERSING,0405
946,"Veal - Insides, Grains",OXYCODONE HYDROCHLORIDE,2829
947,Foil Wrap,Triple Antibiotic,8611
948,Muffin Mix - Carrot,Cefadroxil,7819
949,Mustard - Individual Pkg,Therapytion Nokmosu Sensitive and Dry Hair,6838
950,Pasta - Canelloni,BANANA BOAT,3684
951,"Vinegar - Balsamic, White",CLARINS BB Skin Perfecting Cream SPF 25 Tint 00,7917
952,Southern Comfort,Ban,1437
953,Chicken Giblets,Hayfever Tonic,2658
954,Nori Sea Weed,Earths Best Cold Relief Vapor,7011
955,Nantuket Peach Orange,CVS Long Lasting Lubricant Eye,8129
956,Oil - Sesame,Mini Berry Lip Balm Cherry,3705
957,Coffee - Decafenated,Health Mart Maximum Strength Sleep Aid,3322
958,Cloves - Whole,Poly Bacitracin,5730
959,Bread - English Muffin,SERTRALINE,0103
960,Bar Mix - Lemon,BABY ECZEMA RELIEF,9400
961,Rabbit - Frozen,LidoPro,4390
962,Cake - Cake Sheet Macaroon,Dehydrated Alcohol,8835
963,Sauce - Balsamic Viniagrette,Stavudine,7782
964,Lettuce - Green Leaf,Rocuronium Bromide,4785
965,Cactus Pads,Tylenol Arthritis Pain,9267
966,"Pork - Tenderloin, Fresh",Lanacane Maximum Strength Anti Bacterial First Aid Spray,9006
967,Cup Translucent 9 Oz,Famciclovir,1953
968,Marzipan 50/50,Pin-X,8159
969,Cafe Royale,Ipratropium Bromide and Albuterol Sulfate,7511
970,Wine - Redchard Merritt,Dallergy,3073
971,Venison - Racks Frenched,Hydromarine,1236
972,Fudge - Chocolate Fudge,Calcitriol,3546
973,Bread - Rye,Dandruff,2900
974,Steam Pan - Half Size Deep,The Natural Dentist,2517
975,Plums - Red,acarbose,5149
976,Savory,Always Triple BB,7010
977,Spice - Peppercorn Melange,Venlafaxine Hydrochloride,2801
978,Muffin - Banana Nut Individual,SUNLEYA Age minimizing sun care,9206
979,Skirt - 29 Foot,Topcare Infants Pain Relief,0794
980,Bar Mix - Lime,Plantago Primula Special Order,7011
981,Veal - Insides Provini,IVA XANTHIFOLIA POLLEN,5823
982,Banana - Leaves,ACT Total Care Anticavity Fluoride Icy Clean Mint,4104
983,Steel Wool S.o.s,Oil-Free Foaming Acne Wash,9458
984,Pie Filling - Apple,Acremonium strictum,3377
985,Gherkin,Lotensin,2730
986,Bread - Corn Muffaletta,Sandy Beige Always color stay-on Makeup Broad Spectrum SPF 15,5596
987,Chick Peas - Canned,Levothyroxine Sodium,8916
988,Wine - Ej Gallo Sonoma,ZAFIRLUKAST,3027
989,"Octopus - Baby, Cleaned",Ropinirole Hydrochloride,1051
990,Guava,fiber,8334
991,Beef - Top Butt,SENOKOT-S,9784
992,Pasta - Canelloni,CLE DE PEAU BEAUTE SILKY FOUNDATION I,5104
993,Cardamon Seed / Pod,Lexapro,8996
994,Dc Hikiage Hira Huba,Diltiazem Hydrochloride,5654
995,"Artichokes - Knobless, White",SALICYLIC ACID,7470
996,"Beef - Tenderlion, Center Cut",Toast Always color stay-on Makeup Broad Spectrum SPF 15,3429
997,Quail Eggs - Canned,Valacyclovir Hydrochloride,7851
998,Tamarind Paste,Levetiracetam,5711
999,Thermometer Digital,Galantamine,0445
1000,Skirt - 24 Foot,Actidose Aqua,8689
